	text	screen_name	location
531	so the people work in government in Iowa will be well protect from Covid than the child in school will be got it ProLife	NikkiNuVogue	Omaha, NE
532	the party of ProLife be go to get we all kill if we do vote they out of power	jntaylor1701	USA
533	we be pro life because we be pro god Gwen Gibson prolife	HRockChurch	Pasadena, CA
534	hospital could transfer most of their patient because they be all fill with unvaccinated COVID patient throughout the entire South ProLife my ass anti vaxxer be a menace to public health	HoagML	Washington, USA
535	Adrian Rogers the Problem of Unworthy Authorities via ProLife BibleStudy	KellyJeromeWils	Fayetteville, North Carolina
536	Angel of God my guardian dear to whom God love commit I here ever this night be at my side to light and guard to rule and guide amen Peace Love ProLife	guatemayabyesi	Virginia, USA
537	ProLife policy continue to kill other	gallowglass321	Texas, USA
538	thank you texas an abortionist on call her disgusting work health care anyone who be have a baby ca call it anything but murder she lament that baby she kill last week amp this week might have live after September ProLife Texas	MarylkaMP	Tucson
539	there no lawsuit currently file that could stop the Texas Heartbeat Act from take effect Wednesday Text PROLIFE to Texas ProLife	TXRightToLife	God's country
540	as a hcw I resent anti vaxer hcw I pray kid orphan by antivax amp antimask parent refuse vax amp refuse a mask in covid be ProLife Anti covid vaccine because of politic be different from not be able be vaccinate parent risk death over their kid	adeleflores12	United States
548	Maskholes GQP Covidiot you be kill your voter VoteAbbottOut ProLife	vote_blue2	Austin TX
553	Floridian Total death Population canadian Deaths Total Population something ai right here ProLife	kyleruggles	Montreal, Quebec
554	everyone who be for abortion have already be bear Text PROLIFE to ProLife EndAbortion	TXRightToLife	God's country
555	Tolkien ProLife	adixsgraphic	Alderaan 💫  The Shire
556	honor life be beautiful LiveAction prolife	ANAMNESES	Fort Myers, FL
557	so they just keep on sacrifice their kid to Molech ProLife FamilyValues	deaconcruise	Wherever
558	proud to be and very very proud of my boy adamjohnsondidnothingwrong NRA ProLife FreeSpeech TuckerCarlson MeWho AmericaFirst Jesus	HollywoodFuker	Amsterdam, The Netherlands
559	I know for a long time that your claim of be ProLife be BS kill Us to stay in power murderer Texas abbottfailedtexaskid AbbottDeathPanels gopdeathcult	lheras67	Texas, USA
560	conservative against the Death Penalty ProLife Oklahoma	SoniCubed	SATURN 
561	I in healthcare amp vaccinate I resent anti vaxer hcw I pray for child orphan by anti vax amp antimask parent refuse to vax amp then not wear a mask in pandemic be ProLife Anti covid vaccine because of politic be different from not be able to be vaccinate	adeleflores12	United States
562	no child leave behind ProLife	Dontstopbelief	Michigan, USA
563	I be a woman mother wife business owner teacher and CONSERVATIVE prolife Dems Fems save nothing	EFL_ORLANDO	Orlando, Florida
564	maybe you can check how many death everyday since you remove all restriction seem like those death be not enough for you brotha ProLife	ArturoVen85	Texas, USA
565	World young survive premature in the world receive the holy sacrament of baptism this morning Christianity Bible bless ProLife Guinness Christian GodBlessAmerica GodMorningSunday	micropremiedad	Somerset, WI
566	Golly so ProLife of he	anotherspaniel	it varies
567	Lord please protect those that ca speak for themselves every Heartbeat matter ProLife DefundPP savethebabie PrayForTheUnborn donotkillaheartbeat abortionisnothealthcare chooseadoptionnotabortion precious gift Choose Life	CLASShomeschool	Arlington Heights, IL
568	those life be precious even if it be out of million dose the video be a must watch prolife	F1ght4Just1ce	Back, but limited tweets
569	the Wife and I be expect our first baby but thank to the pandemic our fund be low anything help TIA ProLife baby charity ThankYou	UncleIroh613	Denver, CO
570	get ready Cleveland prolife CatholicTwitter LoveWillEndAbortion	CLECatholic	The Land
571	bubble be make for popping and in our internet age both believer and non Christians be only a Google search away from radical skepticism about Christianity Christianity prolife	icumobile	Global - HQ in Ohio
572	we need to go in there and bomb the entire country back to the stone age Christianity ProLife	tallboy66	Chicago, Illiinois
573	Holistic Wellbeing session for teacher by Madhurima WellnessConsultant ProLife	nilambarig1	UAE 
574	New Children Book little life Matter teach Kids Pro life Values prolife	nonsumdignus	Phoenix, AZ ♥
575	if you ca afford to eat you should be allow to eat prolife	willk	San Francisco, CA
576	next Saturday September will be a day full of activity start at the Emmanuel Centre with special program for teen and tot great talk music and much more lifefromconceptionnoexception numberoneissue ProLife	March4LifeUK	London, England
577	antimask amp most likely antivax leader die today of accord to his pregnant widow his kid soon to be be now fatherless if his wife get it amp die good possibility those little one will be orphan FFS be ProLife GetVaccinatedNow amp wearamask	MsWoofs	Maryland, USA
578	the ProLife party be go to get we all kill if we do vote they out of office	jntaylor1701	USA
579	because of self worship anti christian anti vax Evangelicals a Purple Heart Veteran who fight in Afghanistan die of a treatable disease while wait hour for an ICU bed tcot veteran prolife christian Catholic	TerrellDLewis	Loves Park, IL
580	luke he say to they but now if you have a purse take it and also a bag and if you do have a sword sell your cloak and buy one Jesus DonaldTrump AdamJohnson NRA ProLife America	HollywoodFuker	Amsterdam, The Netherlands
581	evangelical like this be make the life we all have cheap degrade it to something disposable ProLife be for many a fiction even some ProLife people have express frustration with ProLife people who be merely anti abortion	BunnehUsagichan	Secret Bunneh Hutch
582	I just click on my but my eye inadvertently read it in reverse as I click prolife	lilredshopgirl	Washington
584	ProLife and antimasker and antivax claim to be both for life and against preventive measure make absolutely no ing sense covidisnotover covidiots covidisreal TrumpVirus	VancouverPhil	Vancouver, WA
585	today reading for Sunday thank God it Sunday tgis DailyMass catholic christian prolife SundayMass sundaymotivation faith HolySpirit Jesus JesusChrist	DailyMass	USA
586	for be hungry and you give I something to eat bibleverse scripture jesuschristwouldbedeporte if he crossedtheborder rethuglican w cheapslogan ProLife heartbeat Christians n MoralValues bankrupt like GrabThemByThePUSSY waukeshaschoolboard	Corinto1965Lugo	Florida, USA
587	DeSantis release day average death only once a week to try to hide his tragic deadly failure Florida be the only state in America that shatter its high death average EVERY week no one who vote Republican be actually ProLife	kellySueMcM	St Petersburg, FL
588	we can never achieve true equality or true woman right as long as we believe the great lie of our generation the lie that tell woman their offspring be not human for the first nine month and that they ca thrive in life if they do abort prolife	frfrankpavone	Titusville, FL
589	would be great if they would consider who their actual audience be and not the fantasy audience that fit their political agenda but if they go down that road hopefully they will allow an open forum on social justice issue unlikely we know prolife	museums4life	Online
590	election integrity should be a priority for those who be ProLife just look at the devastating abortion expansion policy after tainted election we can help restore honest election that will save life	operationrescue	Wichita, KS, USA
591	it be time to listen to the adult and lock those who refuse the COVID vaccine in mental health ward tcot prolife GOPProDeath DiSantisVariant molochworship EvangelicalsProDeath	TerrellDLewis	Loves Park, IL
592	Bingo they be not ProLife meanwhile even train secret service ca save people from gunshot Brady	WISE_SP	Maryland, USA
